activity_year,lei,derived_msa-md,state_code,county_code,census_tract,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open-end_line_of_credit,business_or_commercial_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,applicant_ethnicity-2,applicant_ethnicity-3,applicant_ethnicity-4,applicant_ethnicity-5,co-applicant_ethnicity-1,co-applicant_ethnicity-2,co-applicant_ethnicity-3,co-applicant_ethnicity-4,co-applicant_ethnicity-5,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,applicant_race-2,applicant_race-3,applicant_race-4,applicant_race-5,co-applicant_race-1,co-applicant_race-2,co-applicant_race-3,co-applicant_race-4,co-applicant_race-5,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution,aus-1,aus-2,aus-3,aus-4,aus-5,denial_reason-1,denial_reason-2,denial_reason-3,denial_reason-4,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units
2024,549300HW662MN1WU8550,20940,CA,06025,06025011002,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,4,0,2,2,1,1,2,2,2,455000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,141,NA,9,9,1,11,,,,1,11,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,<25,<25,No,No,2,1,1,,,,,10,,,,9436,84.78,65300,175,1851,2591,28
2024,549300HW662MN1WU8550,20940,CA,06025,06025011201,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,4,0,2,1,1,1,2,2,2,125000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,164,NA,9,9,1,11,,,,1,11,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,65-74,65-74,Yes,Yes,2,1,2,1,,,,10,,,,8254,87.28,65300,160,1314,2115,18
2024,549300HW662MN1WU8550,20940,CA,06025,06025011803,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,4,0,2,1,1,1,2,2,2,485000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,172,NA,9,9,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,3,5,2,4,25-34,9999,No,NA,2,2,2,1,,,,10,,,,6175,88.24,65300,163,1327,2071,17
2024,549300HW662MN1WU8550,20940,CA,06025,06025010700,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,4,0,2,2,1,1,2,2,2,465000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,175,NA,9,9,1,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,2,1,1,,,,,10,,,,4713,96.48,65300,61,443,1088,33
2024,549300HW662MN1WU8550,20940,CA,06025,06025011803,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,4,0,2,2,1,1,2,2,2,495000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,175,NA,9,9,1,11,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,2,1,1,,,,,10,,,,6175,88.24,65300,163,1327,2071,17
2024,549300HW662MN1WU8550,20940,CA,06025,06025010600,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,4,0,2,3,32,1,2,2,2,465000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,346,NA,9,9,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,3,3,2,2,65-74,55-64,Yes,No,2,2,1,,,,,10,,,,7985,79.7,65300,166,1364,1857,32
2024,549300HW662MN1WU8550,20940,CA,06025,06025011803,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,4,0,2,2,1,1,2,2,2,405000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,230,NA,9,9,1,,,,,1,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,35-44,25-34,No,No,2,1,1,,,,,10,,,,6175,88.24,65300,163,1327,2071,17
2024,549300HW662MN1WU8550,20940,CA,06025,06025011002,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,4,0,2,2,31,1,2,2,2,455000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,NA,NA,9,9,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,3,3,2,2,25-34,25-34,No,No,2,1,1,,,,,10,,,,9436,84.78,65300,175,1851,2591,28
2024,549300HW662MN1WU8550,20940,CA,06025,06025012202,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,5,0,2,2,32,1,2,2,2,225000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,74,NA,9,9,1,11,,,,1,11,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,55-64,55-64,No,No,2,1,1,2,,,,10,,,,3294,99.42,65300,80,592,939,35
2024,549300HW662MN1WU8550,20940,CA,06025,06025010900,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,4,0,2,2,31,1,2,2,2,285000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,NA,NA,9,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,35-44,45-54,No,No,2,1,6,,,,,10,,,,6403,86.32,65300,93,959,1847,41
2024,549300HW662MN1WU8550,20940,CA,06025,06025012001,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Joint,White,Joint,5,0,2,1,32,1,2,2,1,355000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,3,3,5,4,NA,36,NA,9,9,2,,,,,1,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,45-54,55-64,No,No,2,2,6,,,,,10,,,,3801,99.08,65300,60,157,1235,47
2024,549300HW662MN1WU8550,20940,CA,06025,06025011201,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Male,5,0,2,1,32,1,2,2,2,135000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,59,NA,9,9,1,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,1,5,2,4,65-74,9999,Yes,NA,2,1,2,1,,,,10,,,,8254,87.28,65300,160,1314,2115,18
2024,549300HW662MN1WU8550,20940,CA,06025,06025011002,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Joint,4,0,2,3,31,1,2,2,2,475000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,NA,NA,9,9,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,1,2,2,2,25-34,25-34,No,No,2,2,6,,,,,10,,,,9436,84.78,65300,175,1851,2591,28
2024,549300HW662MN1WU8550,20940,CA,06025,06025012001,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Joint,White,Joint,5,0,2,1,32,1,2,2,1,355000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,3,3,5,4,NA,48,NA,9,9,2,,,,,1,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,45-54,55-64,No,No,2,2,6,,,,,10,,,,3801,99.08,65300,60,157,1235,47
2024,549300HW662MN1WU8550,20940,CA,06025,06025011303,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Male,5,0,2,1,31,1,2,2,2,445000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,107,NA,9,9,1,11,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,2,1,1,2,,,,10,,,,4551,94.64,65300,112,781,1040,20
2024,549300HW662MN1WU8550,20940,CA,06025,06025011903,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,5,0,2,1,32,1,2,2,2,325000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,196,NA,9,9,1,,,,,1,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,45-54,No,No,2,1,6,,,,,10,,,,5400,97.35,65300,140,857,1398,0
2024,549300HW662MN1WU8550,20940,CA,06025,06025010500,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,5,0,2,2,1,1,2,2,2,345000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,98,NA,9,9,1,11,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,NA,2,1,1,,,,,10,,,,6714,88.64,65300,114,1056,1892,41
2024,549300HW662MN1WU8550,20940,CA,06025,06025011001,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,5,0,2,2,32,1,2,2,2,375000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,98,NA,9,9,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,3,5,2,4,35-44,9999,No,NA,2,1,2,1,,,,10,,,,6362,87.25,65300,165,803,1653,21
2024,549300HW662MN1WU8550,20940,CA,06025,06025011201,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,5,0,2,1,1,1,2,2,2,365000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,148,NA,9,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,35-44,35-44,No,No,2,1,2,1,,,,10,,,,8254,87.28,65300,160,1314,2115,18
2024,549300HW662MN1WU8550,20940,CA,06025,06025011201,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,1,1,2,2,2,345000.0,NA,6.625,NA,2,9774.4,NA,1055,,4368.85,360,NA,NA,2,2,2,2,345000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,8254,87.28,65300,160,1314,2115,18
2024,549300HW662MN1WU8550,20940,CA,06025,06025010500,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,4,0,2,1,1,2,2,2,2,15000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,1,2,NA,1,1,3,5,1,NA,100,NA,9,9,1,11,,,,1,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,25-34,45-54,No,No,2,2,2,,,,,10,,,,6714,88.64,65300,114,1056,1892,41
2024,549300HW662MN1WU8550,20940,CA,06025,06025011803,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,3,1,1,2,2,2,485000.0,NA,3.375,NA,2,11809,NA,0,,3861.91,360,NA,NA,2,2,2,2,485000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,6175,88.24,65300,163,1327,2071,17
2024,549300KM40FP4MSQU941,20940,CA,06025,06025011201,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Female,3,0,2,1,2,2,2,1,2,75000.0,56.45300,NA,NA,3,NA,NA,NA,NA,NA,300,NA,1,2,1,2,2,555000,1,1,3,5,1,NA,90,>60%,3,10,1,11,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,1,1,6,,,,,1,3,,,8254,87.28,65300,160,1314,2115,18
2024,549300MGPZBLQDIL7538,20940,CA,06025,06025012302,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Joint,3,0,2,1,1,2,2,2,2,15000.0,100,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,1,2,335000,1,1,3,5,1,NA,110,42,1,1,1,,,,,1,,,,,2,2,6,,,,,6,,,,,2,2,2,1,2,2,25-34,25-34,No,No,1,3,6,,,,,4,,,,6288,85.78,65300,79,2373,3472,22
2024,549300MGPZBLQDIL7538,20940,CA,06025,06025012302,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Joint,3,0,2,2,1,1,2,2,2,325000.0,100,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,335000,1,1,3,5,1,NA,110,44,1,1,1,,,,,1,,,,,2,2,6,,,,,6,,,,,2,2,2,1,2,2,25-34,25-34,No,No,1,3,1,,,,,4,,,,6288,85.78,65300,79,2373,3472,22
2024,549300MGPZBLQDIL7538,20940,CA,06025,06025012004,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,4,0,2,1,32,1,2,2,2,255000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,81,NA,9,9,1,,,,,1,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,35-44,25-34,No,No,1,3,6,,,,,10,,,,5935,98.79,65300,106,769,1426,26
2024,549300MGPZBLQDIL7538,20940,CA,06025,06025012302,C,Conventional:First Lien,Single Family (1-4 Units):Manufactured,Hispanic or Latino,White,Female,3,0,2,1,1,1,2,2,2,285000.0,95,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,305000,2,1,1,1,1,NA,148,50%-60%,3,10,1,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,1,3,1,,,,,4,1,,,6288,85.78,65300,79,2373,3472,22
2024,549300MGPZBLQDIL7538,20940,CA,06025,06025012302,C,Conventional:First Lien,Single Family (1-4 Units):Manufactured,Hispanic or Latino,White,Female,1,9,2,1,1,1,2,2,2,135000.0,95,6.875,0.526,2,7987.91,NA,4676.16,,,360,NA,NA,2,2,2,2,245000,2,1,1,1,1,NA,42,38,2,10,1,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,1,1,1,,,,,10,,,,6288,85.78,65300,79,2373,3472,22
2024,549300MGPZBLQDIL7538,20940,CA,06025,06025012302,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,1,71,2,2,1,1,2,2,2,305000.0,96.5,6.625,0.516,2,13039.3,NA,4250.79,2260.79,,360,NA,NA,2,2,2,2,305000,1,1,3,5,1,NA,84,50%-60%,2,2,1,,,,,1,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,25-34,35-44,No,No,1,1,1,,,,,10,,,,6288,85.78,65300,79,2373,3472,22
2024,549300MGPZBLQDIL7538,20940,CA,06025,06025012302,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,1,9,2,2,1,1,2,2,2,315000.0,100,6.625,0.626,2,11970.49,NA,2390,,125,360,NA,NA,2,2,2,2,325000,1,1,3,5,1,NA,108,43,3,2,1,,,,,1,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,25-34,25-34,No,No,1,1,1,,,,,10,,,,6288,85.78,65300,79,2373,3472,22
2024,549300MGPZBLQDIL7538,20940,CA,06025,06025012302,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,1,9,2,1,1,2,2,2,2,15000.0,96.985,1,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,1,2,335000,1,1,3,5,1,NA,108,42,3,2,1,,,,,1,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,25-34,25-34,No,No,1,1,6,,,,,10,,,,6288,85.78,65300,79,2373,3472,22
2024,549300MGPZBLQDIL7538,20940,CA,06025,06025012003,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Female,1,3,2,1,1,1,2,2,2,125000.0,24.797,6.99,0.488,2,5518.64,NA,2639.24,,,360,NA,NA,2,2,2,2,495000,1,1,3,5,1,NA,79,30%-<36%,3,10,1,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,2,5,2,4,>74,9999,Yes,NA,1,1,2,,,,,10,,,,3882,98.12,65300,124,751,1128,25
2024,549300PC4MFWQBNVKG88,20940,CA,06025,06025011002,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,71,2,1,1,1,2,2,2,135000.0,NA,6.875,NA,2,0.00,NA,0.00,,,360,NA,NA,2,2,2,2,415000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,9436,84.78,65300,175,1851,2591,28
2024,549300PC4MFWQBNVKG88,20940,CA,06025,06025011600,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,3,2,1,32,1,2,2,2,185000.0,NA,6.625,NA,2,0.00,NA,0.00,,77.50,360,NA,NA,2,2,2,2,365000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,6615,93.27,65300,80,531,1671,57
2024,549300PC4MFWQBNVKG88,20940,CA,06025,06025012202,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,6,2,1,1,1,2,2,2,105000.0,NA,6.750,NA,2,0.00,NA,0.00,,40.00,360,NA,NA,2,2,2,2,355000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,3294,99.42,65300,80,592,939,35
2024,549300MHH03ICJYEPE85,20940,CA,06025,06025010700,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,31,1,1,1,2,165000.0,NA,7.005,NA,3,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,305000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,5,,,,,3,4,7,,,,,8,,,,,3,4,4,5,3,4,8888,9999,NA,NA,3,3,6,,,,,10,,,,4713,96.48,65300,61,443,1088,33
2024,549300MHH03ICJYEPE85,20940,CA,06025,06025010102,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,31,1,1,1,2,125000.0,NA,6.875,NA,3,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,275000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,4738,90.48,65300,77,779,1662,43
2024,549300MHH03ICJYEPE85,20940,CA,06025,06025010700,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,1,2,2,2,31,1,1,1,2,125000.0,NA,7.55,NA,3,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,265000,1,1,3,5,1,NA,20,NA,9,10,1,11,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,>74,9999,Yes,NA,2,1,6,,,,,10,,,,4713,96.48,65300,61,443,1088,33
2024,549300MHH03ICJYEPE85,20940,CA,06025,06025011301,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,31,1,1,1,2,145000.0,NA,6.75,NA,3,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,415000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,3549,98.08,65300,82,714,1069,26
2024,549300MHH03ICJYEPE85,20940,CA,06025,06025011500,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,White,Male,1,2,2,2,31,1,1,1,2,145000.0,NA,6.5,NA,3,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,345000,1,1,3,5,1,NA,13,NA,9,10,3,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,65-74,9999,Yes,NA,2,1,6,,,,,10,,,,6059,95.21,65300,69,377,1364,47
2024,254900UL88QFG0E40516,20940,CA,06025,06025011001,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,4,0,2,1,4,2,2,1,2,45000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,180,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,174,NA,9,9,1,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,65-74,9999,Yes,NA,1,1,6,,,,,10,,,,6362,87.25,65300,165,803,1653,21
2024,254900UL88QFG0E40516,20940,CA,06025,06025011801,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Male,1,71,2,1,2,2,2,1,2,35000.0,41.81,8.6,2.01,2,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,375000,1,1,3,5,1,NA,60,20%-<30%,11,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,6,,,,,10,,,,3982,78.53,65300,211,969,1151,32
2024,254900UL88QFG0E40516,20940,CA,06025,06025012101,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Male,1,5,2,1,4,2,2,1,2,45000.0,75.69,8.85,2.2,2,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,345000,1,1,3,5,1,NA,80,40,11,10,1,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,Yes,NA,1,1,6,,,,,10,,,,3563,97.5,65300,89,340,962,57
2024,254900UL88QFG0E40516,20940,CA,06025,06025011700,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,1,5,2,1,4,2,2,1,2,105000.0,76.2,8.6,2.57,2,NA,NA,NA,NA,NA,180,NA,NA,2,2,2,2,315000,1,1,3,5,1,NA,91,30%-<36%,11,10,1,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,55-64,9999,No,NA,1,1,6,,,,,10,,,,5046,91.22,65300,155,878,1201,46
2024,254900UL88QFG0E40516,20940,CA,06025,06025011801,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,4,0,2,1,2,2,2,1,2,65000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,74,NA,9,9,1,11,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,55-64,9999,Yes,NA,1,1,6,,,,,10,,,,3982,78.53,65300,211,969,1151,32
2024,254900UL88QFG0E40516,20940,CA,06025,06025011400,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,5,2,1,2,2,2,1,2,75000.0,69.97,13.2,6.54,2,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,285000,1,3,3,5,1,NA,140,30%-<36%,11,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,3,5,2,4,55-64,9999,No,NA,2,1,6,,,,,10,,,,4476,96.98,65300,78,517,1178,49
2024,254900UL88QFG0E40516,20940,CA,06025,06025010600,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,1,5,2,1,2,2,2,1,2,35000.0,79.96,13.75,7.18,2,NA,NA,NA,NA,NA,120,NA,NA,2,2,2,2,435000,1,1,3,5,1,NA,195,37,11,10,11,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,6,,,,,10,,,,7985,79.7,65300,166,1364,1857,32
2024,254900UL88QFG0E40516,20940,CA,06025,06025011100,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,71,2,1,4,2,2,1,2,85000.0,NA,14,NA,2,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,815000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,3293,80.02,65300,90,626,1267,35
2024,254900UL88QFG0E40516,20940,CA,06025,06025011002,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,5,2,1,4,2,2,1,2,45000.0,NA,10.65,NA,2,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,345000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,9436,84.78,65300,175,1851,2591,28
2024,254900UL88QFG0E40516,20940,CA,06025,06025010600,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,2,0,2,1,4,2,2,1,2,35000.0,71.1,12.15,5.74,3,NA,NA,NA,NA,NA,60,NA,NA,2,2,2,2,345000,1,1,3,5,1,NA,153,41,11,10,1,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,6,,,,,10,,,,7985,79.7,65300,166,1364,1857,32
