activity_year,lei,derived_msa-md,state_code,county_code,census_tract,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open-end_line_of_credit,business_or_commercial_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,applicant_ethnicity-2,applicant_ethnicity-3,applicant_ethnicity-4,applicant_ethnicity-5,co-applicant_ethnicity-1,co-applicant_ethnicity-2,co-applicant_ethnicity-3,co-applicant_ethnicity-4,co-applicant_ethnicity-5,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,applicant_race-2,applicant_race-3,applicant_race-4,applicant_race-5,co-applicant_race-1,co-applicant_race-2,co-applicant_race-3,co-applicant_race-4,co-applicant_race-5,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution,aus-1,aus-2,aus-3,aus-4,aus-5,denial_reason-1,denial_reason-2,denial_reason-3,denial_reason-4,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units
2024,B4TYDEB6GKMZO031MB27,20940,CA,06025,06025012302,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,1,1,2,2,2,275000.0,70,6.375,-0.206,3,4364.21,NA,1065.00,,50.38,360,NA,NA,2,2,2,2,315000,1,2,3,5,1,NA,227,42,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,NA,1,1,7,,,,,10,,,,6288,85.78,65300,79,2373,3472,22
2024,B4TYDEB6GKMZO031MB27,20940,CA,06025,06025010600,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,3,0,2,1,1,1,2,1,2,175000.0,48.57,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,355000,1,1,3,5,1,NA,313,<20%,8,10,1,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,NA,1,1,6,,,,,4,,,,7985,79.7,65300,166,1364,1857,32
2024,B4TYDEB6GKMZO031MB27,20940,CA,06025,06025011002,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Female,3,0,2,1,2,1,2,1,1,45000.0,18,NA,NA,3,NA,NA,NA,NA,NA,360,NA,1,2,2,2,2,255000,1,3,3,5,1,NA,85,30%-<36%,8,10,1,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,1,1,6,,,,,4,,,,9436,84.78,65300,175,1851,2591,28
2024,B4TYDEB6GKMZO031MB27,20940,CA,06025,06025011303,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Joint,1,2,2,2,1,1,2,2,2,295000.0,96.5,6.375,0.201,2,9760.94,NA,1365.00,,194.66,360,NA,NA,2,2,2,2,305000,1,1,3,5,1,NA,88,46,9,2,1,11,,,,11,,,,,2,2,6,,,,,6,,,,,2,2,2,1,2,2,35-44,35-44,No,No,1,1,3,,,,,10,,,,4551,94.64,65300,112,781,1040,20
2024,B4TYDEB6GKMZO031MB27,20940,CA,06025,06025011201,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,3,0,2,1,4,2,2,1,2,25000.0,79.76,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,425000,1,1,3,5,1,NA,124,39,8,9,1,11,,,,1,11,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,35-44,35-44,No,No,1,1,6,,,,,3,6,,,8254,87.28,65300,160,1314,2115,18
2024,B4TYDEB6GKMZO031MB27,20940,CA,06025,06025012302,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,3,0,2,1,2,1,2,1,2,45000.0,17.78,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,225000,1,1,3,5,1,NA,25,50%-60%,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,65-74,9999,Yes,NA,1,1,6,,,,,3,,,,6288,85.78,65300,79,2373,3472,22
2024,B4TYDEB6GKMZO031MB27,20940,CA,06025,06025012003,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Female,5,0,2,2,1,1,2,2,2,355000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,72,NA,9,9,11,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,1,1,3,,,,,10,,,,3882,98.12,65300,124,751,1128,25
2024,B4TYDEB6GKMZO031MB27,20940,CA,06025,06025011902,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,1,0,2,1,32,1,2,2,2,215000.0,53.9,5.750,-0.461,2,9558.59,NA,7769.48,6604.48,,360,NA,NA,2,2,2,2,395000,1,1,3,5,1,NA,73,45,2,10,1,11,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,2,7,,,,10,,,,3927,98.91,65300,82,434,729,18
2024,B4TYDEB6GKMZO031MB27,20940,CA,06025,06025011903,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,3,0,2,1,31,2,2,1,2,295000.0,82.01,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,425000,1,1,3,5,1,NA,208,40,9,8,1,,,,,1,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,45-54,No,No,1,1,6,,,,,3,4,,,5400,97.35,65300,140,857,1398,0
2024,B4TYDEB6GKMZO031MB27,20940,CA,06025,06025011201,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Sex Not Available,1,0,2,1,2,2,2,1,2,105000.0,54.49,6.990,1.805,2,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,365000,1,1,3,5,1,NA,183,30%-<36%,8,9,1,,,,,1,,,,,2,2,6,,,,,6,,,,,2,2,3,3,2,2,55-64,45-54,No,No,1,1,6,,,,,10,,,,8254,87.28,65300,160,1314,2115,18
2024,B4TYDEB6GKMZO031MB27,20940,CA,06025,06025010600,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Female,3,0,2,1,2,2,2,1,2,135000.0,91.23,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,285000,1,1,3,5,1,NA,135,50%-60%,8,10,1,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,1,1,6,,,,,1,6,,,7985,79.7,65300,166,1364,1857,32
2024,B4TYDEB6GKMZO031MB27,20940,CA,06025,06025011002,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,5,0,2,1,4,2,2,1,2,55000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,NA,1,2,3,5,1,NA,239,NA,9,9,2,,,,,5,,,,,2,4,21,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,1,1,6,,,,,10,,,,9436,84.78,65300,175,1851,2591,28
2024,B4TYDEB6GKMZO031MB27,20940,CA,06025,06025012302,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,3,0,2,1,4,2,2,1,2,65000.0,50.4,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,315000,1,1,3,5,1,NA,22,>60%,8,10,1,11,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,6,,,,,1,,,,6288,85.78,65300,79,2373,3472,22
2024,B4TYDEB6GKMZO031MB27,20940,CA,06025,06025012302,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,1,0,2,1,31,2,2,1,2,45000.0,58.21,7.490,4.190,2,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,195000,1,1,3,5,1,NA,96,47,8,10,1,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,55-64,9999,No,NA,1,1,6,,,,,10,,,,6288,85.78,65300,79,2373,3472,22
2024,B4TYDEB6GKMZO031MB27,20940,CA,06025,06025010900,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Male,3,0,2,2,1,1,2,2,2,195000.0,96.5,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,205000,1,1,3,5,1,NA,125,38,1,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,3,,,,,4,,,,6403,86.32,65300,93,959,1847,41
2024,B4TYDEB6GKMZO031MB27,20940,CA,06025,06025012302,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,3,0,2,1,4,1,2,1,2,75000.0,28.73,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,245000,1,1,3,5,1,NA,37,39,8,10,1,11,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,NA,1,1,6,,,,,3,,,,6288,85.78,65300,79,2373,3472,22
2024,B4TYDEB6GKMZO031MB27,20940,CA,06025,06025011903,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,3,0,2,1,32,1,2,2,2,345000.0,80,NA,NA,3,NA,NA,NA,NA,NA,360,NA,120,2,2,2,2,425000,1,1,3,5,1,NA,185,30%-<36%,1,9,1,11,,,,1,11,,,,2,2,5,,,,,5,,,,,1,1,1,2,2,2,45-54,45-54,No,No,1,1,7,,,,,3,9,,,5400,97.35,65300,140,857,1398,0
2024,B4TYDEB6GKMZO031MB27,20940,CA,06025,06025012302,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Male,4,0,2,2,1,1,2,2,2,275000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,65,NA,9,9,1,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,3,,,,,10,,,,6288,85.78,65300,79,2373,3472,22
2024,B4TYDEB6GKMZO031MB27,20940,CA,06025,06025010102,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Joint,White,Joint,1,0,2,1,1,1,2,2,2,45000.0,82.19,5.625,-0.980,2,0.00,NA,0.00,4059.94,225.00,360,NA,NA,2,2,2,2,65000,1,1,3,5,1,NA,62,39,1,9,11,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,35-44,55-64,No,Yes,1,1,2,7,,,,10,,,,4738,90.48,65300,77,779,1662,43
2024,B4TYDEB6GKMZO031MB27,20940,CA,06025,06025011902,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,1,0,2,1,4,2,2,1,2,105000.0,33.3,6.990,1.975,2,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,365000,1,1,3,5,1,NA,132,20%-<30%,8,10,1,11,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,6,,,,,10,,,,3927,98.91,65300,82,434,729,18
2024,B4TYDEB6GKMZO031MB27,20940,CA,06025,06025011301,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,3,0,2,1,4,2,2,1,2,25000.0,57.19,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,325000,1,1,3,5,1,NA,69,46,8,10,1,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,6,,,,,3,,,,3549,98.08,65300,82,714,1069,26
2024,B4TYDEB6GKMZO031MB27,20940,CA,06025,06025011903,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Joint,3,0,2,1,4,1,2,1,2,155000.0,41.2,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,365000,1,1,3,5,1,NA,118,30%-<36%,9,8,11,,,,,11,,,,,2,2,6,,,,,6,,,,,2,2,1,2,2,2,25-34,25-34,No,No,1,1,6,,,,,3,,,,5400,97.35,65300,140,857,1398,0
2024,B4TYDEB6GKMZO031MB27,20940,CA,06025,06025011201,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,White,Male,3,0,2,1,2,2,2,1,2,105000.0,80,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,505000,1,1,3,5,1,NA,150,>60%,8,10,3,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,6,,,,,3,,,,8254,87.28,65300,160,1314,2115,18
2024,B4TYDEB6GKMZO031MB27,20940,CA,06025,06025011301,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Male,3,0,2,1,4,1,2,1,2,35000.0,8.18,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,365000,1,1,3,5,1,NA,106,<20%,8,10,1,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,6,,,,,3,,,,3549,98.08,65300,82,714,1069,26
2024,B4TYDEB6GKMZO031MB27,20940,CA,06025,06025012202,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,1,3,2,1,1,1,2,2,2,35000.0,101.12,5.875,-1.135,2,0.00,NA,0.00,2456.06,,360,NA,NA,2,2,2,2,95000,1,1,3,5,1,NA,14,48,2,10,1,11,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,65-74,9999,Yes,NA,1,1,2,,,,,10,,,,3294,99.42,65300,80,592,939,35
2024,B4TYDEB6GKMZO031MB27,20940,CA,06025,06025011001,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,3,0,2,1,2,1,2,1,2,105000.0,25,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,405000,1,1,3,5,1,NA,161,50%-60%,9,8,1,11,,,,1,11,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,35-44,35-44,No,No,1,1,6,,,,,3,,,,6362,87.25,65300,165,803,1653,21
2024,B4TYDEB6GKMZO031MB27,20940,CA,06025,06025012101,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,American Indian or Alaska Native,Female,3,0,2,1,31,1,2,1,1,45000.0,13.79,NA,NA,3,NA,NA,NA,NA,NA,360,NA,1,2,2,2,2,295000,1,1,3,5,1,NA,30,>60%,8,10,11,,,,,5,,,,,2,4,1,5,,,,8,,,,,2,4,2,5,2,4,>74,9999,Yes,NA,1,1,6,,,,,3,,,,3563,97.5,65300,89,340,962,57
2024,B4TYDEB6GKMZO031MB27,20940,CA,06025,06025011100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,3,0,2,1,2,1,2,1,2,55000.0,37.04,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,135000,1,1,3,5,1,NA,320,<20%,8,9,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,3,1,2,2,45-54,55-64,No,No,1,1,6,,,,,3,,,,3293,80.02,65300,90,626,1267,35
2024,B4TYDEB6GKMZO031MB27,20940,CA,06025,06025012301,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,3,0,2,1,4,2,2,1,2,25000.0,52.78,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,185000,1,1,3,5,1,NA,100,36,8,10,1,11,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,6,,,,,3,,,,4493,85.53,65300,159,280,882,25
2024,B4TYDEB6GKMZO031MB27,20940,CA,06025,06025010200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Native Hawaiian or Other Pacific Islander,Male,3,0,2,1,2,1,2,1,2,225000.0,80,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,285000,1,1,3,5,1,NA,106,20%-<30%,8,10,1,,,,,5,,,,,2,4,44,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,6,,,,,3,,,,2293,87.66,65300,75,362,772,41
2024,B4TYDEB6GKMZO031MB27,20940,CA,06025,06025011001,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,American Indian or Alaska Native,Male,3,0,2,1,2,1,2,1,2,25000.0,5.26,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,475000,1,1,3,5,1,NA,162,45,8,10,1,11,,,,5,,,,,2,4,1,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,6,,,,,3,,,,6362,87.25,65300,165,803,1653,21
2024,B4TYDEB6GKMZO031MB27,20940,CA,06025,06025011400,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,3,0,2,1,2,2,2,1,2,105000.0,54.64,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,365000,1,2,3,5,1,NA,106,20%-<30%,8,10,1,11,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,6,,,,,3,,,,4476,96.98,65300,78,517,1178,49
2024,B4TYDEB6GKMZO031MB27,20940,CA,06025,06025010600,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Joint,2,0,2,1,2,2,2,1,2,55000.0,58.05,7.490,2.100,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,545000,1,1,3,5,1,NA,221,<20%,9,8,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,1,2,2,2,65-74,55-64,Yes,No,1,1,6,,,,,10,,,,7985,79.7,65300,166,1364,1857,32
2024,B4TYDEB6GKMZO031MB27,20940,CA,06025,06025012003,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,3,0,2,1,4,1,2,1,2,95000.0,26.47,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,345000,1,2,3,5,1,NA,35,>60%,8,10,1,11,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,6,,,,,3,,,,3882,98.12,65300,124,751,1128,25
2024,B4TYDEB6GKMZO031MB27,20940,CA,06025,06025011002,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,3,0,2,1,4,2,2,1,2,45000.0,80,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,405000,1,1,3,5,1,NA,156,50%-60%,8,10,14,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,6,,,,,3,,,,9436,84.78,65300,175,1851,2591,28
2024,B4TYDEB6GKMZO031MB27,20940,CA,06025,06025011100,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Free Form Text Only,Male,1,0,2,1,2,2,2,1,2,25000.0,44.7,7.490,3.650,2,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,265000,1,1,3,5,1,NA,67,44,8,10,11,,,,,5,,,,,2,4,,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,NA,1,1,6,,,,,10,,,,3293,80.02,65300,90,626,1267,35
2024,B4TYDEB6GKMZO031MB27,20940,CA,06025,06025011002,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,3,0,2,1,2,2,2,1,2,75000.0,54.84,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,315000,1,1,3,5,1,NA,176,20%-<30%,9,8,1,,,,,1,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,25-34,35-44,No,No,1,1,6,,,,,3,,,,9436,84.78,65300,175,1851,2591,28
2024,B4TYDEB6GKMZO031MB27,20940,CA,06025,06025011001,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,3,0,2,1,2,1,2,1,2,35000.0,10,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,305000,1,1,3,5,1,NA,52,40,8,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,3,5,2,4,35-44,9999,No,NA,1,1,6,,,,,3,,,,6362,87.25,65300,165,803,1653,21
2024,B4TYDEB6GKMZO031MB27,20940,CA,06025,06025011903,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,3,0,2,1,2,1,2,1,2,55000.0,16.67,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,305000,1,2,3,5,1,NA,140,30%-<36%,8,10,1,11,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,1,1,6,,,,,3,,,,5400,97.35,65300,140,857,1398,0
2024,B4TYDEB6GKMZO031MB27,20940,CA,06025,06025010600,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,3,0,2,1,2,2,2,1,1,105000.0,51.42,NA,NA,3,NA,NA,NA,NA,NA,360,NA,1,2,2,2,2,335000,1,3,3,5,1,NA,177,36,8,9,1,11,,,,1,11,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,35-44,35-44,No,No,1,1,6,,,,,3,4,6,,7985,79.7,65300,166,1364,1857,32
2024,B4TYDEB6GKMZO031MB27,20940,CA,06025,06025011400,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,1,2,2,1,1,105000.0,79.39,NA,NA,3,NA,NA,NA,NA,NA,360,NA,1,2,2,2,2,325000,1,1,3,5,1,NA,127,38,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,6,,,,,9,,,,4476,96.98,65300,78,517,1178,49
2024,B4TYDEB6GKMZO031MB27,20940,CA,06025,06025011500,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,1,0,2,1,31,1,2,1,2,155000.0,49.51,6.990,0.690,2,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,305000,1,1,3,5,1,NA,65,44,8,10,11,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,65-74,9999,Yes,NA,1,1,6,,,,,10,,,,6059,95.21,65300,69,377,1364,47
2024,B4TYDEB6GKMZO031MB27,20940,CA,06025,06025011902,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,1,0,2,1,31,2,2,1,2,105000.0,74.7,6.990,2.165,2,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,455000,1,1,3,5,1,NA,145,44,8,10,1,11,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,6,,,,,10,,,,3927,98.91,65300,82,434,729,18
2024,B4TYDEB6GKMZO031MB27,20940,CA,06025,06025012004,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,3,0,2,1,2,2,2,1,2,25000.0,26.62,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,355000,1,1,3,5,1,NA,33,>60%,8,10,1,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,55-64,9999,Yes,NA,1,1,6,,,,,1,,,,5935,98.79,65300,106,769,1426,26
2024,B4TYDEB6GKMZO031MB27,20940,CA,06025,06025011001,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Joint,5,0,2,1,2,2,2,1,2,55000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,NA,1,1,3,5,1,NA,70,NA,9,9,1,11,,,,1,11,,,,2,2,6,,,,,6,,,,,2,2,2,1,2,2,55-64,55-64,No,No,1,1,6,,,,,10,,,,6362,87.25,65300,165,803,1653,21
2024,B4TYDEB6GKMZO031MB27,20940,CA,06025,06025010600,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,2,2,2,1,2,55000.0,75,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,505000,1,1,3,5,1,NA,160,30%-<36%,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,6,,,,,3,,,,7985,79.7,65300,166,1364,1857,32
2024,B4TYDEB6GKMZO031MB27,20940,CA,06025,06025012101,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Female,3,0,2,1,31,1,2,1,2,35000.0,10.84,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,325000,1,1,3,5,1,NA,30,>60%,8,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,2,5,2,4,>74,9999,Yes,NA,1,1,6,,,,,3,,,,3563,97.5,65300,89,340,962,57
2024,B4TYDEB6GKMZO031MB27,20940,CA,06025,06025012101,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,3,0,2,1,2,2,2,1,2,55000.0,84.26,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,385000,1,1,3,5,1,NA,85,41,8,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,3,5,2,4,35-44,9999,No,NA,1,1,6,,,,,3,,,,3563,97.5,65300,89,340,962,57
2024,B4TYDEB6GKMZO031MB27,20940,CA,06025,06025011002,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,3,0,2,1,2,1,2,1,2,95000.0,19.51,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,465000,1,1,3,5,1,NA,190,40,9,8,14,,,,,1,,,,,2,2,5,,,,,5,,,,,2,2,6,2,2,2,35-44,35-44,No,No,1,1,6,,,,,3,,,,9436,84.78,65300,175,1851,2591,28
